doc_id,doc_rel,doc_score,ktau,query_id,top_feat
LA022790-0091,0,9.807556,0.935364084711343,401,10
FBIS3-20090,1,9.290847,0.9596393529567753,401,10
FT941-4506,0,9.233107,0.9932984293193715,401,10
FBIS4-18372,0,9.083562,0.9152245862884159,401,10
FT924-4470,1,8.691005,0.9808962553713934,401,10
LA101290-0115,1,11.674699,0.962878566559548,402,10
LA072489-0053,0,10.390393,0.9219373219373219,402,10
LA100890-0105,0,9.990089,0.9191879068741036,402,10
LA030690-0022,0,9.987107,0.9107421074210741,402,10
LA020789-0112,0,9.914637,0.9621251710837376,402,10
LA030689-0082,0,10.093675,0.8125260960334029,403,10
LA083089-0024,0,9.708849,0.8402311303719754,403,10
FR940525-1-00062,1,9.441388,0.9752482491899235,403,10
LA071290-0133,1,9.441388,0.758647342995169,403,10
FR940525-1-00078,1,9.323615,0.9604986876640419,403,10
FBIS4-14340,0,11.890872,0.9193515704154,404,10
FT934-17386,0,11.085657,0.9058319232938521,404,10
FT934-8237,0,10.767681,0.98167495854063,404,10
FT934-9649,0,10.700646,0.960130101773161,404,10
FT934-17378,0,10.673793,0.9908295625942681,404,10
FBIS3-42549,0,12.6898575,0.8620739535304222,405,10
FBIS3-59742,0,11.0759945,0.8961768219832734,405,10
FBIS3-40213,0,10.533146,0.9352926011858725,405,10
FBIS3-42550,0,10.375032,0.996141187152423,405,10
LA012289-0002,0,10.119149,0.9328006817939704,405,10
LA121189-0042,0,14.436002,0.9204209674155028,406,10
FT922-4560,0,13.775206,0.9774193548387096,406,10
LA051790-0095,1,13.43512,0.7197359491640446,406,10
LA111589-0149,0,13.344221,0.9344751866490996,406,10
LA080489-0045,1,13.305286,0.9793079821856799,406,10
LA050889-0063,1,15.4146805,0.7043132578016298,407,10
LA012589-0100,1,13.370525,0.8517562724014336,407,10
FT941-15416,1,13.210795,0.9031362947417511,407,10
LA012489-0067,0,13.210795,0.9107944988621746,407,10
FT921-6003,1,13.190692,0.9229300078642848,407,10
LA060689-0099,0,14.307083,0.9333725259651184,408,10
LA082189-0033,0,14.284037,0.879617117117117,408,10
LA082889-0052,0,13.61459,0.9531553900268982,408,10
FT923-1747,1,13.408705,0.8887930208033743,408,10
LA092390-0028,1,13.408705,0.7356647238412433,408,10
FT941-758,1,13.520545,0.7567284831193531,409,10
FT923-13692,1,12.870329,0.9542845428454284,409,10
FT923-13817,1,11.633671,0.9153790910023596,409,10
LA110489-0092,0,11.46385,0.9559362360218892,409,10
LA041689-0098,0,11.176984,0.9664459161147901,409,10
FBIS4-64577,1,12.05719,0.9519417475728154,410,10
FBIS3-59001,1,11.296025,0.9543337151584573,410,10
FT931-16236,0,11.077779,0.8892827004219407,410,10
FBIS3-39341,1,10.944582,0.7340314136125653,410,10
FT932-16523,1,10.917326,0.9414422779325284,410,10
LA101289-0146,1,18.396696,0.9641635519311359,411,10
FT922-4205,1,17.11045,0.9899121447028422,411,10
FT934-6249,0,15.800142,0.9602700096432015,411,10
LA050490-0070,0,15.5291195,0.9381220346463641,411,10
LA041589-0050,1,15.266436,0.9575857883702967,411,10
LA041890-0141,0,8.366061,0.7786150883362637,412,10
FT933-6584,1,8.080351,0.796078431372549,412,10
LA021489-0071,1,8.027657,0.9069690380035207,412,10
FBIS4-1468,1,7.752486,0.9781106949646273,412,10
FT943-8889,0,7.5650406,0.18087808780878076,412,10
FBIS4-51135,0,8.786941,0.8050470809792841,413,10
FT943-2620,0,8.498466,0.9520226801875474,413,10
FBIS3-7699,0,8.378071,0.9428919330289192,413,10
FBIS3-40861,0,8.363681,0.9120966795729203,413,10
FBIS4-27541,0,8.3462105,0.8927170868347338,413,10
LA040590-0222,0,14.256916,0.9378057302585604,414,10
FT921-9644,1,13.95374,0.8689523809523808,414,10
LA061890-0107,0,13.594603,0.8513934129569307,414,10
FT921-8261,0,13.446551,0.9414141414141413,414,10
FT943-11487,0,13.357056,0.9813510941960036,414,10
FT921-3261,1,16.829954,0.8727251212874215,415,10
FBIS3-60083,1,16.679523,0.8143816330950833,415,10
FBIS3-60025,1,15.317625,0.9770326539557308,415,10
FBIS4-2802,1,14.865173,0.9158909125951623,415,10
FBIS4-21166,1,14.74885,0.9269762755335713,415,10
FBIS3-45089,0,11.886904,0.7061506314163714,416,10
FBIS3-25805,0,11.684843,0.9943346508563898,416,10
FBIS4-66355,1,11.587604,0.9409579667644183,416,10
FBIS3-46276,1,11.393773,0.8154589371980675,416,10
FBIS3-3711,0,11.3775835,0.9999999999999998,416,10
LA092989-0114,1,6.5508046,0.9908496732026142,417,10
FBIS4-25449,0,6.510442,0.8204576785221945,417,10
LA092989-0098,1,6.3569546,0.9689360447981136,417,10
FT931-3244,0,6.223255,0.9749924857228732,417,10
LA082990-0115,0,6.203093,0.9529988281666133,417,10
LA102189-0167,1,9.719133,0.8544642857142856,418,10
LA051889-0088,1,9.578237,0.948933038999264,418,10
LA022490-0006,0,9.041793,0.9663236669784844,418,10
LA081189-0137,1,9.041793,0.7897798742138364,418,10
LA060890-0112,1,9.031743,0.7832699619771862,418,10
FBIS3-41645,0,14.722347,0.9627813099202742,419,10
FBIS3-41503,0,14.377756,0.9334148827726808,419,10
LA040190-0174,1,13.241081,0.9903598099117445,419,10
FBIS4-67400,0,12.673786,0.9292797006548174,419,10
LA020890-0157,0,12.07088,0.9015159087123104,419,10
LA121590-0108,1,20.49439,0.9315900210399758,420,10
LA011690-0088,0,20.386726,0.9464178088850004,420,10
LA010390-0086,1,19.058653,0.9348765432098765,420,10
LA011989-0129,1,18.77626,0.9150842341026388,420,10
LA020689-0022,1,18.654099,0.9326671425172496,420,10
FT931-2779,0,12.33889,0.9369509043927647,421,10
FT933-4383,0,11.8105,0.971785479477787,421,10
FBIS4-53866,0,11.026218,0.894905577514273,421,10
LA040790-0126,0,11.001229,0.8699714013346043,421,10
FBIS3-22152,0,10.826214,0.9408117609459891,421,10
LA062890-0110,0,12.604323,0.8850935741395104,422,10
FT944-2627,0,12.381614,0.9731313131313131,422,10
FT944-2524,0,11.491346,0.9806320081549438,422,10
FBIS4-36101,0,10.959179,0.859976563332268,422,10
LA101489-0065,1,10.825184,0.9725603864734299,422,10
FT942-11666,1,22.477549,0.8625628398481582,423,10
FT933-2528,1,22.29892,0.9504507241973055,423,10
FT944-439,1,22.112698,0.9641325536062376,423,10
FBIS4-32072,1,21.894691,0.9143696125793309,423,10
FT943-7734,1,21.871471,0.9138300653594771,423,10
FT944-3141,0,7.051557,0.909430682312038,424,10
LA103190-0037,0,7.051557,0.9575194791333118,424,10
LA111689-0152,0,7.051557,0.8886217364905887,424,10
LA072689-0058,0,7.0358224,0.9838713331068069,424,10
LA052890-0009,0,6.9870763,0.8679399184323087,424,10
FBIS4-26260,1,11.445114,0.9237350966836988,425,10
LA091590-0091,1,11.0711155,0.9728924635090852,425,10
FBIS3-58171,1,11.061182,0.677258566978193,425,10
FBIS4-58263,1,10.917299,0.8580722172485823,425,10
LA071389-0111,1,10.871088,0.9114964675658316,425,10
LA051990-0141,0,13.191021,0.8706211723534556,426,10
LA041089-0080,0,11.6655445,0.959184635324614,426,10
LA070390-0036,1,11.620773,0.8685075608152529,426,10
LA012990-0011,0,11.569998,0.887162891046386,426,10
LA082790-0084,0,11.5565405,0.9353126405757983,426,10
LA082089-0008,1,16.645687,0.937037037037037,427,10
FT933-1362,1,15.389824,0.9750677506775067,427,10
FR941028-2-00201,0,14.126129,0.9570987654320987,427,10
FT924-7120,1,14.024277,0.9203735467886411,427,10
FT922-7705,1,13.195225,0.7232457528753824,427,10
LA083090-0246,0,12.1676855,0.8014793375140697,428,10
FBIS4-66212,0,11.373832,0.8993388782256343,428,10
FBIS4-38757,0,11.316113,0.9478453038674033,428,10
LA030990-0060,0,11.28607,0.9777555333110887,428,10
FT941-16778,1,10.811983,0.9280580828967923,428,10
LA110389-0072,1,15.062895,0.7945084145261291,429,10
LA052190-0047,0,14.85724,0.9743373363626526,429,10
LA062090-0050,1,14.665972,0.9331285202252942,429,10
LA010590-0062,1,14.454158,0.9268353174603173,429,10
FT932-10547,1,14.260535,0.7753872768734763,429,10
LA031389-0095,0,18.367445,0.8935612535612532,430,10
LA073089-0143,1,17.086674,0.9809404910528503,430,10
LA080389-0111,1,17.073605,0.9563660925363051,430,10
LA061589-0055,1,16.03025,0.9723010244286837,430,10
FT911-4886,1,15.342434,0.8933814681107098,430,10
FBIS3-46247,1,11.311753,0.8618083670715248,431,10
FBIS4-22880,1,10.846091,0.9324283559577676,431,10
FBIS3-20965,1,10.831484,0.9185320356853203,431,10
FBIS3-40520,1,10.738638,0.9554999999999998,431,10
FBIS4-44737,1,10.509848,0.9288637079005349,431,10
FT933-17008,0,10.755975,0.9693688420641886,432,10
LA020690-0009,0,10.402788,0.9247412614723686,432,10
FT922-3158,0,10.249755,0.9830303030303028,432,10
FT923-9219,0,10.060238,0.6742602775595705,432,10
FT923-12661,0,10.060238,0.9158864448204548,432,10
FT924-9527,0,13.207598,0.9548916227299354,433,10
FT931-15365,1,12.748895,0.19987439158423612,433,10
LA031989-0196,0,12.488016,0.985185185185185,433,10
FBIS3-13963,1,11.00848,0.9156556903523974,433,10
FBIS3-39640,0,10.134823,0.8600792924672155,433,10
FBIS4-15983,1,9.010666,0.9881057268722465,434,10
FBIS3-23779,1,8.796744,0.9508283631544068,434,10
FBIS3-23777,1,8.6885,0.9771333541211931,434,10
FT943-14253,1,8.655019,0.9737663164597261,434,10
FBIS3-36117,0,8.614734,0.993424792979854,434,10
LA121589-0139,0,12.818815,0.9787606837606837,435,10
LA082189-0092,0,11.639069,0.8895200783545542,435,10
LA051590-0008,0,11.6229105,0.9191626409017711,435,10
FBIS3-27959,0,11.504406,0.9938937956602332,435,10
FT943-8138,0,11.204991,0.9159299416180149,435,10
FBIS3-27285,0,10.594955,0.859458346205334,436,10
FT942-13580,0,9.994491,0.9195673549655848,436,10
LA112690-0054,1,9.840849,0.95634988179669,436,10
FBIS3-11568,1,9.749218,0.918107336831446,436,10
FT931-14769,1,9.71661,0.9985399892646266,436,10
FT941-5812,0,12.543911,0.9603378304266753,437,10
FT941-16324,0,11.884956,0.9986126594822247,437,10
FT942-3871,0,11.848943,0.8617479139218269,437,10
FT943-13268,0,11.685851,0.9332952815829528,437,10
FT922-7077,0,11.408407,0.9740128558310375,437,10
FT923-14219,0,9.31339,0.9250067585834009,438,10
FBIS3-33309,1,8.364754,0.9520060417256677,438,10
FT924-2517,0,8.282791,0.859880742420425,438,10
LA031590-0065,0,8.130077,0.9783020770316595,438,10
FBIS4-51074,1,8.047753,0.7181661075531156,438,10
LA100589-0058,0,14.079947,0.9934788937409025,439,10
