doc_id,doc_rel,doc_score,ktau,query_id,top_feat
LA022790-0091,0,9.807556,0.8723445692883893,401,25
FBIS3-20090,1,9.290847,0.8810954616588418,401,25
FT941-4506,0,9.233107,0.8568104312938816,401,25
FBIS4-18372,0,9.083562,0.9096905901116427,401,25
FT924-4470,1,8.691005,0.8579293836026329,401,25
LA101290-0115,1,11.674699,0.852732095490716,402,25
LA072489-0053,0,10.390393,0.9047284878863824,402,25
LA100890-0105,0,9.990089,0.8042046718576195,402,25
LA030690-0022,0,9.987107,0.7904926624737943,402,25
LA020789-0112,0,9.914637,0.8485674931129475,402,25
LA030689-0082,0,10.093675,0.7588023088023087,403,25
LA083089-0024,0,9.708849,0.6903222222222222,403,25
FR940525-1-00062,1,9.441388,0.8337753882915172,403,25
LA071290-0133,1,9.441388,0.6159862840642483,403,25
FR940525-1-00078,1,9.323615,0.8477566031427615,403,25
FBIS4-14340,0,11.890872,0.807048710601719,404,25
FT934-17386,0,11.085657,0.8715157545605305,404,25
FT934-8237,0,10.767681,0.8800556134862703,404,25
FT934-9649,0,10.700646,0.8670331588132634,404,25
FT934-17378,0,10.673793,0.9054932301740812,404,25
FBIS3-42549,0,12.6898575,0.7810239099859351,405,25
FBIS3-59742,0,11.0759945,0.9377501881113618,405,25
FBIS3-40213,0,10.533146,0.9148250825082507,405,25
FBIS3-42550,0,10.375032,0.8386810035842293,405,25
LA012289-0002,0,10.119149,0.8307860121912094,405,25
LA121189-0042,0,14.436002,0.8162863070539418,406,25
FT922-4560,0,13.775206,0.7539191454497461,406,25
LA051790-0095,1,13.43512,0.9537989203778675,406,25
LA111589-0149,0,13.344221,0.846111111111111,406,25
LA080489-0045,1,13.305286,0.7173489694385216,406,25
LA050889-0063,1,15.4146805,0.7747897435897434,407,25
LA012589-0100,1,13.370525,0.7302492753623188,407,25
FT941-15416,1,13.210795,0.8531455399061032,407,25
LA012489-0067,0,13.210795,0.8450538922155687,407,25
FT921-6003,1,13.190692,0.8874074074074073,407,25
LA060689-0099,0,14.307083,0.7844862900561612,408,25
LA082189-0033,0,14.284037,0.8060730186999108,408,25
LA082889-0052,0,13.61459,0.3172425665101721,408,25
FT923-1747,1,13.408705,0.30652878530637445,408,25
LA092390-0028,1,13.408705,0.7790817263544535,408,25
FT941-758,1,13.520545,0.8575912657795972,409,25
FT923-13692,1,12.870329,0.7987750076946751,409,25
FT923-13817,1,11.633671,0.8647212543554006,409,25
LA110489-0092,0,11.46385,0.8435800344234077,409,25
LA041689-0098,0,11.176984,0.8382106096595408,409,25
FBIS4-64577,1,12.05719,0.30483381364073003,410,25
FBIS3-59001,1,11.296025,0.7893874919406834,410,25
FT931-16236,0,11.077779,0.8042528735632183,410,25
FBIS3-39341,1,10.944582,0.7715043193327376,410,25
FT932-16523,1,10.917326,0.8721560283687942,410,25
LA101289-0146,1,18.396696,0.8466104078762305,411,25
FT922-4205,1,17.11045,0.8915846994535517,411,25
